order_id,customer_age,gender,product_category,order_priority,warehouse_block,mode_of_shipment,customer_rating,cost_of_the_product,prior_purchases,discount_offered,weight_in_gms,reached_on_time
2521,67.0,Female,Books,Critical,D,Ship,5.0,170.56,4,38.0,2574.0,0
2522,41.0,Female,Electronics,Medium,B,Flight,,257.03,2,29.0,4797.0,1
2523,36.0,Male,Sports,High,D,Ship,5.0,135.46,1,65.0,3867.0,1
2524,53.0,Male,Sports,Medium,B,Ship,5.0,508.69,3,50.0,1515.0,1
2525,56.0,Female,Clothing,Medium,A,Ship,4.0,603.5,1,45.0,2698.0,1
2526,27.0,Male,Home & Garden,Medium,A,Flight,3.0,435.73,1,7.0,4227.0,1
2527,42.0,Male,Electronics,Medium,B,Ship,1.0,181.34,3,5.0,1379.0,0
2528,35.0,Male,Toys,Medium,D,Ship,2.0,150.87,3,58.0,6140.0,1
2529,36.0,Male,Home & Garden,Medium,C,Ship,4.0,205.91,2,4.0,1584.0,0
2530,53.0,Male,Home & Garden,Low,C,Ship,4.0,175.57,7,2.0,3040.0,1
2531,27.0,Male,Home & Garden,Medium,F,Ship,4.0,50.79,7,31.0,1182.0,1
2532,50.0,Male,Home & Garden,High,C,Flight,2.0,340.29,4,61.0,6863.0,1
2533,67.0,Female,Books,Medium,D,Ship,2.0,596.24,3,29.0,2952.0,0
2534,22.0,Male,Home & Garden,High,C,Ship,5.0,164.92,4,48.0,1551.0,1
2535,64.0,Male,Books,Critical,F,Ship,4.0,42.71,3,11.0,5740.0,1
2536,66.0,Male,Home & Garden,Medium,A,Ship,4.0,3436.4822190971377,6,49.0,5424.0,1
2537,52.0,Male,Electronics,Medium,B,Flight,1.0,56.16,7,17.0,6840.0,0
2538,61.0,Female,Books,Low,C,Road,3.0,816.53,1,46.0,4360.0,0
2539,51.0,Female,Home & Garden,Medium,B,Ship,1.0,59.45,1,62.0,5176.0,1
2540,50.0,Female,Home & Garden,High,B,Road,4.0,46.81,7,43.0,4013.0,0
2541,38.0,Male,Toys,Medium,A,Ship,3.0,177.6,5,20.0,2626.0,1
2542,34.0,female,Electronics,Low,F,Ship,3.0,43.45,2,47.0,6594.0,1
2543,39.0,Female,Clothing,Medium,D,Ship,5.0,231.05,7,65.0,5301.0,0
2544,65.0,Male,Electronics,High,D,Ship,4.0,436.59,7,31.0,,1
2545,54.0,Male,Home & Garden,High,D,Ship,5.0,87.64,2,44.0,4152.0,1
2546,32.0,Male,Sports,Critical,F,Road,1.0,553.89,3,50.0,6379.0,1
2547,52.0,Female,Toys,Critical,F,Ship,4.0,237.74,3,52.0,5806.0,1
2548,45.0,Female,Clothing,Low,F,Ship,4.0,65.47,2,27.0,5132.0,1
2549,24.0,Male,Sports,Low,C,Ship,1.0,236.8,5,61.0,1845.0,1
2550,49.0,Female,Books,Medium,B,Ship,4.0,45.11,7,28.0,6004.0,1
2551,28.0,Male,Home & Garden,Medium,F,Ship,2.0,116.01,3,60.0,4453.0,1
2552,27.0,Male,Electronics,Medium,F,Ship,4.0,33.22,4,7.0,6488.0,1
2553,26.0,Other,Home & Garden,Low,C,Ship,1.0,146.53,3,45.0,2505.0,1
2554,31.0,Female,Toys,Low,B,Road,4.0,386.77,4,30.0,4937.0,0
2555,30.0,Male,Toys,Low,D,Ship,4.0,269.01,4,65.0,4813.0,0
2556,42.0,Male,Home & Garden,High,A,Ship,3.0,74.32,1,61.0,4110.0,1
2557,19.0,Male,Books,Critical,F,Ship,3.0,70.35,6,17.0,3991.0,1
2558,,Male,Electronics,Low,F,Ship,3.0,273.61,6,54.0,5514.0,1
2559,24.0,Female,Electronics,Medium,A,Ship,3.0,249.45,7,36.0,3749.0,1
2560,38.0,Female,Toys,Low,F,Flight,3.0,60.68,6,29.0,1659.0,1
2561,35.0,Female,Electronics,High,F,Ship,5.0,253.0,1,20.0,5446.0,0
2562,20.0,Male,Electronics,Critical,F,Flight,5.0,333.51,5,12.0,5282.0,0
2563,59.0,Female,Clothing,Medium,A,Flight,3.0,320.75,7,18.0,2067.0,1
2564,56.0,Male,Home & Garden,Medium,C,Flight,4.0,134.04,6,3.0,1949.0,1
2565,58.0,Female,Home & Garden,Medium,C,Flight,4.0,366.56,1,20.0,6336.0,0
2566,66.0,Female,Clothing,Medium,A,Ship,5.0,128.8,4,23.0,2401.0,0
2567,28.0,Female,Toys,High,C,Ship,1.0,237.53,5,44.0,1185.0,0
2568,56.0,Male,Books,Medium,D,Ship,3.0,315.69,1,12.0,6084.0,1
2569,41.0,Male,Clothing,Critical,D,Ship,2.0,311.69,1,21.0,4825.0,1
2570,63.0,Male,Clothing,Low,A,Ship,3.0,115.22,6,48.0,3611.0,1
2571,36.0,Female,Sports,High,B,Ship,4.0,199.17,4,47.0,,1
2572,21.0,Male,Home & Garden,Medium,F,Ship,5.0,220.35,3,16.0,,0
2573,43.0,Male,Clothing,Medium,B,Ship,5.0,83.54,6,,5218.0,0
2574,55.0,Male,Clothing,High,F,Ship,3.0,31.65,7,31.0,2126.0,1
2575,59.0,Female,Clothing,Critical,C,Flight,1.0,50.91,5,49.0,,1
2576,49.0,Male,Electronics,High,C,Ship,3.0,37.04,1,61.0,3087.0,0
2577,56.0,Female,Clothing,High,D,Flight,2.0,100.95,4,14.0,2579.0,0
2578,62.0,Female,Home & Garden,High,B,Flight,4.0,108.89,1,41.0,2253.0,0
2579,63.0,Female,Sports,Medium,A,Ship,4.0,431.97,3,10.0,1939.0,1
2580,53.0,Male,Sports,High,F,Ship,4.0,56.69,2,36.0,3416.0,0
2581,57.0,Male,Clothing,High,C,Ship,,70.94,5,37.0,5780.0,0
2582,54.0,Male,Sports,Medium,F,Road,,223.53,7,60.0,6076.0,1
2583,50.0,Male,Electronics,Medium,A,Flight,4.0,156.66,5,60.0,3789.0,1
2584,53.0,Male,Clothing,High,F,Ship,4.0,1029.89,4,14.0,1509.0,1
2585,20.0,Female,Sports,High,D,Ship,5.0,317.06,7,27.0,5798.0,1
2586,26.0,Male,Home & Garden,Medium,A,Flight,1.0,93.04,6,20.0,5826.0,1
2587,25.0,Female,Clothing,High,A,Ship,2.0,285.69,4,28.0,5865.0,0
2588,50.0,Male,Home & Garden,High,F,Road,4.0,81.84,1,60.0,5229.0,1
2589,,Female,Books,Medium,F,Ship,4.0,258.88,5,15.0,5834.0,1
2590,58.0,Female,Home & Garden,High,C,Flight,3.0,37.44,6,42.0,5424.0,0
2591,56.0,Female,Sports,Low,F,Ship,4.0,74.53,1,23.0,4936.0,1
2592,21.0,Female,Toys,Low,A,Ship,3.0,51.66,2,30.0,4758.0,1
2593,30.0,Female,Sports,Medium,F,Ship,1.0,142.05,6,12.0,2884.0,1
2594,66.0,Female,Home & Garden,Critical,C,Road,3.0,191.21,5,24.0,6658.0,0
2595,19.0,Male,Electronics,Low,B,Ship,5.0,90.07,7,5.0,,0
2596,22.0,Male,Clothing,High,D,Ship,4.0,798.02,2,42.0,4010.0,0
2597,61.0,Male,Home & Garden,Medium,A,Flight,3.0,135.72,1,50.0,1064.0,0
2598,44.0,Male,Sports,High,C,Road,2.0,195.0,6,40.0,4027.0,0
2599,49.0,Male,Clothing,High,D,Ship,5.0,154.55,7,34.0,1697.0,0
2600,38.0,Male,Toys,High,F,Ship,2.0,427.81,3,43.0,3265.0,0
2601,25.0,Male,Clothing,High,F,Ship,4.0,122.63,2,13.0,5043.0,0
2602,55.0,Male,Sports,High,B,Flight,4.0,603.26,7,55.0,6829.0,1
2603,25.0,Male,Clothing,Low,F,Ship,3.0,356.92,6,57.0,2800.0,1
2604,67.0,Female,Clothing,Medium,D,Ship,3.0,45.73,3,42.0,2655.0,1
2605,20.0,Male,Sports,Medium,C,Ship,4.0,459.61,5,58.0,2206.0,1
2606,,Female,Clothing,High,B,Flight,2.0,70.07,3,54.0,1675.0,0
2607,20.0,Male,Electronics,Low,D,Ship,3.0,42.28,3,36.0,3953.0,1
2608,39.0,Female,Clothing,Low,C,Ship,5.0,80.12,6,33.0,2673.0,1
2609,23.0,Female,Clothing,High,D,Ship,4.0,47.81,1,45.0,5254.0,1
2610,19.0,Female,Sports,High,F,Road,1.0,224.68,1,47.0,5179.0,1
2611,40.0,female,Toys,High,D,Ship,3.0,148.66,7,,1984.0,0
2612,61.0,Male,Electronics,Low,B,Ship,2.0,158.81,1,,6036.0,1
2613,19.0,Other,Home & Garden,Medium,D,Ship,3.0,221.73,1,41.0,4358.0,0
2614,55.0,Female,Home & Garden,Medium,A,Road,2.0,167.98,7,63.0,3798.0,0
2615,34.0,Female,Toys,Low,F,Road,3.0,985.94,5,22.0,2000.0,0
2616,,Female,Toys,Medium,D,Ship,4.0,225.49,7,50.0,4336.0,0
2617,51.0,Male,Sports,Medium,C,Flight,3.0,206.48,1,11.0,,0
2618,40.0,Female,Clothing,Low,F,Ship,4.0,137.03,5,50.0,5080.0,1
2619,47.0,Male,Electronics,Medium,C,Flight,5.0,148.26,5,2.0,5055.0,1
2620,69.0,Female,Clothing,Medium,B,Ship,2.0,941.18,6,6.0,6379.0,1
2621,25.0,Male,Home & Garden,Low,A,Ship,4.0,31.1,3,36.0,3020.0,1
2622,39.0,Female,Sports,High,D,Ship,3.0,63.79,5,19.0,3732.0,1
2623,61.0,Male,Home & Garden,High,F,Road,5.0,114.03,1,57.0,1919.0,1
2624,53.0,Male,Sports,High,D,Road,3.0,499.54,7,18.0,2485.0,1
2625,22.0,Female,Clothing,Medium,D,Ship,,585.9,4,26.0,1455.0,1
2626,30.0,Female,Sports,Critical,F,Road,4.0,41.87,3,35.0,3672.0,1
2627,46.0,Female,Electronics,Critical,A,Flight,5.0,60.54,7,59.0,4930.0,1
2628,48.0,Male,Electronics,Medium,A,Flight,2.0,457.8,5,22.0,6300.0,1
2629,64.0,Male,Electronics,Medium,B,Road,5.0,93.57,3,29.0,4441.0,1
2630,33.0,Female,Books,Low,F,Ship,4.0,132.53,6,38.0,5173.0,0
2631,59.0,Other,Electronics,High,F,Ship,3.0,30.92,5,65.0,4047.0,0
2632,47.0,Female,Sports,Medium,C,Road,3.0,165.24,5,33.0,3727.0,1
2633,33.0,Male,Electronics,Critical,C,Ship,4.0,430.95,3,8.0,2849.0,1
2634,29.0,Female,Clothing,Medium,C,Road,2.0,120.7,3,49.0,2233.0,1
2635,34.0,Male,Books,Critical,A,Flight,5.0,455.59,2,0.0,5044.0,0
2636,33.0,Male,Home & Garden,High,B,Ship,2.0,115.21,2,1.0,2180.0,0
2637,29.0,Male,Electronics,Critical,B,Flight,4.0,244.69,1,34.0,5891.0,1
2638,25.0,Male,Clothing,Medium,D,Ship,3.0,99.52,5,44.0,6245.0,0
2639,37.0,Female,Toys,Low,B,Flight,2.0,174.61,3,9.0,,0
2640,20.0,Male,Clothing,High,C,Ship,5.0,382.42,7,62.0,1241.0,1
2641,33.0,Male,Home & Garden,High,F,Ship,5.0,407.31,6,25.0,4395.0,1
2642,47.0,Male,Clothing,Medium,D,Road,1.0,45.92,6,2.0,1291.0,0
2643,62.0,Male,Clothing,High,A,Ship,5.0,559.86,4,45.0,6783.0,1
2644,,Female,Electronics,Medium,B,Ship,3.0,177.56,6,38.0,4705.0,0
2645,45.0,Male,Home & Garden,Low,F,Road,1.0,79.49,7,49.0,1254.0,0
2646,68.0,Male,Sports,Medium,C,Ship,3.0,385.95,6,59.0,2080.0,0
2647,57.0,Female,Clothing,Critical,A,Ship,2.0,231.69,3,18.0,6079.0,0
2648,22.0,Female,Sports,Medium,A,Road,3.0,171.86,7,9.0,4842.0,1
2649,37.0,Female,Books,High,B,Ship,4.0,363.95,2,3.0,1786.0,1
2650,57.0,Male,Toys,Low,F,Flight,3.0,75.59,7,38.0,3534.0,0
2651,61.0,Female,Electronics,High,C,Ship,2.0,204.05,7,42.0,1648.0,1
2652,18.0,Female,Clothing,Critical,C,Ship,2.0,683.03,3,36.0,6589.0,0
2653,47.0,Female,Books,Medium,C,Ship,4.0,232.72,6,17.0,5245.0,1
2654,38.0,Female,Electronics,Medium,C,Flight,5.0,212.66,4,28.0,2718.0,0
2655,37.0,Male,Electronics,High,B,Ship,1.0,35.98,3,45.0,1399.0,0
2656,23.0,Other,Books,Critical,B,Flight,2.0,70.34,3,49.0,4703.0,1
2657,,Male,Clothing,Low,F,Ship,4.0,219.42,4,16.0,2479.0,1
2658,35.0,Male,Clothing,Medium,D,Ship,5.0,272.58,2,22.0,6584.0,1
2659,25.0,Male,Clothing,Low,B,Ship,4.0,490.17,3,5.0,,0
2660,56.0,Male,Books,Medium,C,Flight,1.0,440.11,6,34.0,1538.0,0
2661,49.0,Other,Clothing,Medium,F,Flight,2.0,119.21,2,36.0,2186.0,1
2662,50.0,Female,Books,Critical,C,Road,3.0,264.15,4,48.0,3210.0,0
2663,33.0,Female,Home & Garden,Medium,B,Ship,2.0,154.69,3,2.0,2101.0,1
2664,29.0,Female,Clothing,Medium,F,Ship,2.0,159.65,3,39.0,1563.0,1
2665,55.0,Male,Clothing,High,C,Flight,3.0,611.35,5,59.0,6482.0,1
2666,69.0,Male,Electronics,Medium,D,Ship,3.0,293.94,1,34.0,6269.0,1
2667,51.0,Female,Home & Garden,High,A,Road,3.0,719.35,7,39.0,3709.0,1
2668,31.0,Female,Clothing,High,A,Road,3.0,328.22,4,,4699.0,0
2669,53.0,Male,Books,Medium,C,Ship,5.0,288.66,6,3.0,5703.0,0
2670,50.0,Female,Clothing,Low,A,Ship,5.0,141.58,2,40.0,2498.0,1
2671,40.0,Male,Clothing,Medium,D,Road,1.0,52.52,4,54.0,1275.0,0
2672,67.0,Male,Clothing,Medium,D,Road,3.0,229.05,5,4.0,4757.0,1
2673,62.0,Male,Sports,Medium,C,Ship,4.0,156.35,6,64.0,4154.0,1
2674,19.0,Male,Clothing,Critical,D,Road,1.0,208.59,4,30.0,4901.0,0
2675,58.0,Female,Clothing,Medium,A,Road,,96.35,1,59.0,6004.0,1
2676,,Female,Books,High,C,Ship,5.0,4544.308817917079,6,42.0,2523.0,0
2677,19.0,Male,Home & Garden,Low,A,Flight,2.0,91.62,7,8.0,6723.0,1
2678,44.0,Female,Home & Garden,Critical,D,Flight,4.0,244.33,4,57.0,6639.0,1
2679,26.0,Female,Home & Garden,High,D,Ship,4.0,641.45,2,15.0,1500.0,1
2680,18.0,Male,Sports,High,F,Ship,1.0,993.86,6,33.0,3517.0,1
2681,28.0,Male,Clothing,Medium,B,Flight,3.0,360.74,2,34.0,6173.0,0
2682,20.0,Other,Electronics,Medium,B,Flight,3.0,661.93,1,37.0,5187.0,1
2683,69.0,Female,Sports,Medium,C,Ship,5.0,96.77,5,49.0,1911.0,1
2684,40.0,Other,Electronics,High,A,Road,5.0,30.71,6,11.0,3320.0,0
2685,43.0,Male,Sports,High,B,Flight,1.0,73.15,7,29.0,4376.0,1
2686,21.0,Female,Electronics,Low,C,Ship,,231.27,3,43.0,1487.0,0
2687,35.0,Male,Clothing,Critical,D,Ship,2.0,489.16,3,1.0,5656.0,0
2688,23.0,Male,Electronics,Critical,B,Road,4.0,522.84,1,8.0,4877.0,0
2689,52.0,Male,Clothing,Medium,A,Ship,5.0,385.16,7,11.0,4645.0,1
2690,39.0,Male,Home & Garden,Low,F,Flight,1.0,317.4,1,33.0,2828.0,1
2691,60.0,Male,Electronics,High,F,Ship,3.0,102.54,2,48.0,3396.0,1
2692,32.0,Male,Clothing,Medium,B,Ship,3.0,48.37,1,50.0,2038.0,0
2693,39.0,Male,Toys,High,F,Road,5.0,178.97,7,11.0,6588.0,1
2694,54.0,Female,Clothing,High,C,Ship,3.0,111.67,2,5.0,6948.0,1
2695,69.0,Male,Sports,Low,A,Flight,3.0,57.43,4,25.0,2926.0,1
2696,59.0,Male,Toys,High,D,Ship,4.0,152.6,2,48.0,2138.0,1
2697,,Male,Toys,Medium,A,Flight,2.0,179.13,2,50.0,3799.0,1
2698,64.0,Male,Books,Critical,D,Ship,4.0,327.67,4,40.0,4669.0,1
2699,66.0,Female,Clothing,Medium,F,Road,3.0,360.18,2,10.0,4062.0,1
2700,59.0,Male,Toys,Medium,C,Road,4.0,156.42,3,46.0,2575.0,1
2701,55.0,Female,Sports,High,D,Flight,4.0,536.99,2,13.0,1589.0,1
2702,35.0,Male,Books,Low,F,Ship,2.0,340.86,1,15.0,5496.0,1
2703,62.0,Male,Electronics,High,D,Ship,5.0,143.3,2,43.0,4881.0,0
2704,52.0,Female,Toys,Medium,B,Ship,3.0,116.23,4,57.0,5453.0,0
2705,47.0,Female,Sports,Medium,A,Flight,4.0,106.51,1,20.0,3477.0,1
2706,41.0,Male,Sports,High,C,Ship,4.0,154.62,6,13.0,5976.0,0
2707,59.0,Female,Electronics,Medium,F,Ship,5.0,110.19,4,25.0,5707.0,1
2708,47.0,Male,Electronics,Critical,C,Flight,3.0,156.53,4,2.0,3545.0,1
2709,31.0,Female,Toys,Low,A,Flight,4.0,202.2,3,48.0,4860.0,0
2710,23.0,Female,Clothing,Medium,D,Flight,1.0,66.31,6,40.0,6461.0,0
2711,20.0,Female,Clothing,Medium,D,Road,1.0,349.79,5,18.0,2703.0,1
2712,33.0,Other,Books,High,C,Road,5.0,53.9,3,11.0,5601.0,1
2713,24.0,Male,Electronics,Medium,D,Flight,5.0,133.62,7,54.0,1960.0,1
2714,69.0,Female,Clothing,Low,D,Ship,,66.12,4,1.0,5364.0,1
2715,31.0,Male,Clothing,Critical,D,Flight,4.0,102.46,7,27.0,2880.0,0
2716,26.0,Male,Clothing,Medium,B,Ship,5.0,152.6,4,41.0,2386.0,1
2717,32.0,Male,Clothing,Medium,F,Flight,2.0,306.26,7,64.0,5571.0,1
2718,38.0,Male,Electronics,Medium,F,Ship,5.0,227.28,4,28.0,3115.0,0
2719,52.0,Female,Electronics,Medium,A,Ship,5.0,119.48,4,2.0,2174.0,1
2720,19.0,Female,Home & Garden,Low,D,Flight,4.0,208.78,4,7.0,5848.0,0
2721,44.0,Female,Books,Low,C,Flight,4.0,100.29,3,27.0,3819.0,0
2722,19.0,Male,Clothing,Low,D,Ship,5.0,394.62,5,41.0,1679.0,0
2723,52.0,Male,Clothing,Low,A,Ship,4.0,162.01,4,2.0,6436.0,1
2724,35.0,Female,Electronics,Medium,D,Ship,4.0,282.29,6,59.0,4937.0,1
2725,31.0,Male,Books,High,B,Flight,5.0,104.78,5,50.0,5637.0,1
2726,37.0,Female,Toys,High,A,Flight,2.0,256.23,1,18.0,5479.0,1
2727,35.0,Female,Clothing,Low,F,Ship,2.0,552.83,2,3.0,1347.0,0
2728,27.0,Female,Clothing,Critical,F,Ship,5.0,52.81,6,6.0,2519.0,1
2729,42.0,Male,Home & Garden,High,B,Flight,1.0,208.61,4,40.0,5063.0,1
2730,19.0,Female,Sports,Critical,F,Road,1.0,169.0,6,15.0,4581.0,0
2731,42.0,Male,Clothing,Medium,B,Road,4.0,185.73,7,64.0,3746.0,1
2732,50.0,Female,Home & Garden,High,F,Ship,3.0,73.28,7,52.0,2598.0,0
2733,,Male,Sports,Low,F,Ship,5.0,35.49,7,54.0,6596.0,1
2734,48.0,Male,Toys,High,D,Road,3.0,44.79,7,19.0,6555.0,1
2735,31.0,Male,Electronics,Low,A,Ship,3.0,96.87,6,3.0,5213.0,0
2736,18.0,Female,Toys,Medium,F,Ship,5.0,415.37,4,36.0,1309.0,1
2737,63.0,Male,Clothing,Medium,A,Flight,4.0,358.87,6,21.0,4982.0,1
2738,33.0,Male,Sports,Medium,A,Ship,4.0,1107.2,4,43.0,2260.0,0
2739,63.0,Male,Home & Garden,Medium,F,Flight,5.0,299.83,6,60.0,1709.0,0
2740,69.0,Female,Clothing,Low,A,Flight,3.0,116.53,7,45.0,2845.0,0
2741,20.0,Female,Home & Garden,Medium,B,Road,2.0,530.83,2,25.0,6375.0,1
2742,52.0,Female,Clothing,Critical,C,Ship,4.0,342.77,5,2.0,6052.0,1
2743,58.0,Female,Electronics,High,B,Ship,3.0,270.09,6,54.0,2835.0,1
2744,23.0,Male,Clothing,Medium,F,Flight,2.0,183.64,3,36.0,3560.0,0
2745,42.0,Male,Clothing,Medium,B,Ship,2.0,282.48,4,46.0,4646.0,1
2746,30.0,Female,Electronics,Low,C,Flight,4.0,2086.562341484249,2,47.0,4002.0,1
2747,51.0,Male,Toys,Medium,B,Flight,1.0,426.51,1,35.0,1130.0,1
2748,25.0,Male,Electronics,Medium,A,Ship,4.0,73.25,2,14.0,2676.0,0
2749,38.0,Male,Clothing,Medium,F,Ship,3.0,50.55,4,6.0,1138.0,1
2750,51.0,Male,Electronics,High,A,Ship,2.0,33.34,7,30.0,1779.0,0
2751,21.0,Male,Clothing,Medium,A,Flight,5.0,279.53,7,60.0,6713.0,1
2752,42.0,Male,Clothing,Low,F,Flight,4.0,95.4,5,45.0,3151.0,1
2753,32.0,Male,Clothing,Medium,F,Flight,4.0,283.32,5,14.0,1040.0,1
2754,21.0,Male,Electronics,Low,D,Ship,3.0,70.71,7,12.0,1771.0,0
2755,62.0,Male,Electronics,High,C,Ship,4.0,144.8,1,21.0,4799.0,0
2756,29.0,Male,Sports,Low,A,Ship,1.0,32.74,4,49.0,1227.0,0
2757,,Male,Home & Garden,Medium,A,Ship,2.0,53.0,1,51.0,2454.0,0
2758,49.0,Female,Clothing,High,F,Ship,3.0,46.99,6,55.0,5550.0,0
2759,45.0,Male,Electronics,Medium,F,Ship,3.0,342.69,1,43.0,1904.0,1
2760,30.0,Female,Books,Low,B,Ship,1.0,499.51,4,19.0,1356.0,1
2761,48.0,Female,Electronics,Medium,A,Flight,4.0,68.36,7,45.0,5946.0,0
2762,31.0,Female,Toys,Low,A,Road,2.0,178.68,5,47.0,3168.0,0
2763,37.0,Male,Clothing,Medium,F,Ship,4.0,62.55,5,29.0,1889.0,0
2764,35.0,Male,Clothing,High,A,Ship,1.0,332.15,5,41.0,5956.0,0
2765,46.0,Male,Sports,Medium,C,Road,5.0,373.8,5,40.0,2349.0,0
2766,23.0,Female,Books,Medium,D,Road,4.0,337.58,5,29.0,3979.0,1
2767,49.0,Male,Clothing,Critical,F,Flight,4.0,87.94,1,23.0,2593.0,0
2768,46.0,Female,Clothing,Medium,F,Ship,,112.37,7,11.0,3901.0,1
2769,60.0,Female,Clothing,Critical,A,Ship,3.0,76.78,6,43.0,3469.0,0
2770,19.0,Male,Toys,Low,D,Road,2.0,30.66,3,52.0,3754.0,1
2771,40.0,Male,Home & Garden,High,D,Road,1.0,43.36,4,16.0,1920.0,1
2772,36.0,Female,Electronics,High,F,Flight,4.0,888.36,6,24.0,3765.0,1
2773,48.0,Male,Electronics,High,F,Road,3.0,518.88,6,11.0,,1
2774,68.0,Male,Electronics,Low,F,Ship,2.0,46.56,3,45.0,5933.0,1
2775,22.0,Female,Clothing,Medium,C,Ship,5.0,153.71,1,48.0,2502.0,1
2776,,Male,Electronics,Low,A,Ship,4.0,764.38,7,44.0,4190.0,1
2777,51.0,Female,Home & Garden,Critical,C,Ship,5.0,41.2,4,36.0,1408.0,1
2778,27.0,Female,Electronics,Medium,F,Flight,4.0,250.98,1,26.0,5641.0,1
2779,42.0,Female,Clothing,Critical,D,Road,5.0,52.52,6,29.0,4963.0,1
2780,19.0,Male,Home & Garden,Medium,A,Ship,2.0,115.53,4,24.0,3759.0,1
2781,28.0,Male,Clothing,Low,A,Ship,4.0,39.64,6,25.0,5678.0,1
2782,67.0,Male,Electronics,Medium,F,Ship,1.0,212.45,2,46.0,1830.0,0
2783,48.0,Male,Electronics,Medium,F,Ship,1.0,272.44,1,38.0,6729.0,1
2784,32.0,Male,Electronics,High,F,Road,5.0,38.47,1,7.0,1664.0,1
2785,26.0,Male,Books,Medium,F,Ship,3.0,170.29,2,27.0,4317.0,1
2786,40.0,Male,Home & Garden,Critical,F,Ship,3.0,101.06,6,14.0,5288.0,1
2787,36.0,Male,Electronics,Medium,F,Ship,2.0,277.05,7,,5666.0,0
2788,26.0,Female,Clothing,High,A,Ship,3.0,172.78,5,52.0,6953.0,1
2789,52.0,Male,Clothing,High,C,Flight,2.0,33.39,2,,6857.0,1
2790,38.0,Male,Home & Garden,Medium,D,Ship,4.0,91.71,2,54.0,4167.0,0
2791,26.0,Female,Clothing,Low,F,Ship,4.0,163.68,3,12.0,6822.0,0
2792,45.0,Other,Clothing,Medium,D,Ship,4.0,50.26,3,19.0,4851.0,0
2793,63.0,Male,Clothing,Low,A,Flight,3.0,463.61,5,7.0,2707.0,1
2794,68.0,Male,Electronics,Critical,D,Ship,4.0,483.77,3,16.0,3357.0,0
2795,24.0,Female,Sports,Critical,A,Ship,3.0,53.89,5,33.0,5249.0,1
2796,33.0,Female,Books,High,B,Ship,5.0,459.63,6,47.0,2621.0,0
2797,33.0,Female,Toys,High,C,Road,,199.98,2,9.0,2130.0,0
2798,50.0,Female,Electronics,Medium,B,Ship,5.0,431.44,6,28.0,6534.0,0
2799,21.0,Male,Sports,Low,A,Ship,3.0,227.65,3,15.0,6088.0,1
2800,21.0,Male,Sports,High,B,Flight,3.0,527.58,6,18.0,3197.0,0
2801,56.0,Male,Toys,Medium,A,Flight,4.0,153.18,5,23.0,5143.0,1
2802,57.0,Female,Clothing,High,B,Ship,5.0,1291.55,6,42.0,2871.0,0
2803,34.0,Female,Sports,High,A,Flight,3.0,419.72,5,55.0,6787.0,1
2804,54.0,Female,Electronics,Medium,C,Ship,1.0,228.5,7,38.0,3125.0,1
2805,56.0,Male,Home & Garden,Low,C,Ship,3.0,129.52,3,8.0,1451.0,0
2806,69.0,Male,Clothing,High,C,Ship,1.0,221.29,4,47.0,4095.0,1
2807,46.0,Male,Sports,Medium,A,Ship,2.0,291.1,3,32.0,4026.0,0
2808,69.0,Female,Books,High,D,Ship,1.0,113.92,7,41.0,6498.0,1
2809,,Female,Clothing,Medium,B,Ship,3.0,185.72,7,33.0,6237.0,1
2810,55.0,Male,Clothing,Medium,B,Road,1.0,471.82,5,44.0,2070.0,0
2811,56.0,Male,Electronics,Low,B,Ship,5.0,638.74,4,35.0,1879.0,1
2812,67.0,Male,Clothing,High,B,Ship,4.0,222.55,3,31.0,4600.0,0
2813,54.0,Male,Clothing,Medium,C,Road,,62.51,2,25.0,3403.0,1
2814,69.0,Female,Electronics,Medium,D,Ship,4.0,321.58,6,32.0,4649.0,1
2815,52.0,Male,Books,Medium,B,Ship,3.0,86.91,1,42.0,3156.0,1
2816,24.0,Female,Electronics,Medium,D,Flight,4.0,43.43,3,,5841.0,0
2817,44.0,Female,Home & Garden,Medium,A,Ship,5.0,122.71,7,51.0,1647.0,1
2818,45.0,Female,Books,Medium,A,Flight,4.0,92.61,7,59.0,4517.0,1
2819,39.0,Male,Books,Medium,B,Flight,1.0,174.63,3,58.0,5861.0,1
2820,31.0,Female,Sports,Medium,F,Ship,1.0,30.47,1,43.0,3820.0,1
2821,24.0,Male,Electronics,Medium,C,Ship,4.0,257.67,4,23.0,5269.0,1
2822,54.0,Male,Sports,Low,B,Ship,2.0,146.56,1,39.0,6635.0,1
2823,39.0,Male,Clothing,Medium,C,Flight,5.0,90.08,7,19.0,,0
2824,22.0,Male,Toys,Medium,B,Ship,1.0,93.27,4,24.0,5165.0,1
2825,19.0,Male,Sports,Medium,C,Ship,4.0,38.65,5,31.0,2799.0,1
2826,44.0,Male,Sports,Critical,F,Ship,1.0,80.36,7,51.0,2327.0,1
2827,38.0,Female,Electronics,Low,F,Ship,4.0,55.23,7,20.0,2865.0,0
2828,,Male,Home & Garden,High,A,Flight,3.0,144.73,4,48.0,4273.0,1
2829,32.0,Female,Books,Low,B,Ship,4.0,166.34,2,22.0,2005.0,0
2830,38.0,Other,Books,High,F,Road,4.0,376.89,1,63.0,5239.0,0
2831,27.0,Male,Electronics,Critical,F,Ship,1.0,196.82,2,11.0,6835.0,1
2832,40.0,Female,Toys,Medium,B,Ship,4.0,207.02,2,4.0,3328.0,1
